game_id,player_id,player_name,team_name,team_acronym,role,champion_name,win,game_length,player_kills,player_deaths,player_assists,total_minions_killed,gold_earned,total_damage_dealt_to_champions,team_kills
32937,1,Bdd,KT Rolster,KT,Mid,Veigar,1,2509,8,1,11,317,16705,40995,21
32937,5,ShowMaker,Dplus KIA,DK,Mid,Azir,0,2509,3,5,5,394,17033,21425,14
32938,1,Bdd,KT Rolster,KT,Mid,Veigar,1,2370,5,2,8,371,17060,21859,27
32938,5,ShowMaker,Dplus KIA,DK,Mid,Azir,0,2370,3,3,2,380,17756,25490,12
32939,1,Bdd,KT Rolster,KT,Mid,Taliyah,0,1441,1,3,1,202,7909,12929,4
32939,5,ShowMaker,Dplus KIA,DK,Mid,Azir,1,1441,4,0,6,277,12673,14202,16
32940,1,Bdd,KT Rolster,KT,Mid,Azir,0,1859,0,5,0,269,10091,10599,0
32940,5,ShowMaker,Dplus KIA,DK,Mid,Sylas,1,1859,5,0,5,268,14417,16036,16
33345,2,Caps,G2 Esports,G2,Mid,Taliyah,1,1686,4,0,7,264,12385,14497,16
33346,2,Caps,G2 Esports,G2,Mid,Taliyah,1,1882,5,1,8,301,14571,17139,15
33352,2,Caps,G2 Esports,G2,Mid,Aurelion Sol,1,1538,10,4,13,195,11968,26406,27
33353,2,Caps,G2 Esports,G2,Mid,Azir,1,1264,4,1,9,218,10644,16426,18
32941,3,Chovy,Gen.G,GEN,Mid,Azir,1,1918,2,1,6,354,13933,17476,11
32941,5,ShowMaker,Dplus KIA,DK,Mid,Aurelion Sol,0,1918,1,1,3,288,11912,18917,5
32942,3,Chovy,Gen.G,GEN,Mid,Tristana,0,2121,2,4,2,366,15610,17197,9
32942,5,ShowMaker,Dplus KIA,DK,Mid,Ahri,1,2121,10,0,8,297,16136,26427,22
32943,3,Chovy,Gen.G,GEN,Mid,Corki,1,1899,4,2,5,324,15819,25352,12
32943,5,ShowMaker,Dplus KIA,DK,Mid,Ahri,0,1899,3,3,2,267,12264,17022,8
32944,3,Chovy,Gen.G,GEN,Mid,Azir,0,2283,1,2,5,406,16264,21940,8
32944,5,ShowMaker,Dplus KIA,DK,Mid,LeBlanc,1,2283,2,2,3,313,17064,20030,9
32945,3,Chovy,Gen.G,GEN,Mid,Taliyah,1,2194,8,2,8,399,18878,34197,17
32945,5,ShowMaker,Dplus KIA,DK,Mid,Azir,0,2194,3,4,6,284,13556,23614,12
32946,4,Faker,T1,T1,Mid,Corki,0,2135,7,3,4,304,15802,36653,13
32947,4,Faker,T1,T1,Mid,Corki,0,2380,1,3,4,377,16534,29637,8
32948,4,Faker,T1,T1,Mid,Ahri,0,1868,1,4,5,284,12141,12562,14
32952,3,Chovy,Gen.G,GEN,Mid,Azir,0,2115,4,1,7,326,15268,43910,12
32953,3,Chovy,Gen.G,GEN,Mid,Aurelion Sol,1,2447,3,1,7,410,17783,38528,11
32954,3,Chovy,Gen.G,GEN,Mid,Azir,1,2567,2,4,16,337,16079,34521,23
32955,3,Chovy,Gen.G,GEN,Mid,Azir,1,1961,5,2,12,288,15681,19996,19
33279,6,knight,Bilibili Gaming,BLG,Mid,Orianna,1,1936,4,1,9,282,13699,22802,13
33280,6,knight,Bilibili Gaming,BLG,Mid,Tristana,0,1836,1,4,2,276,11218,13007,8
33281,6,knight,Bilibili Gaming,BLG,Mid,Syndra,1,2011,5,2,8,250,13334,21942,17
33282,6,knight,Bilibili Gaming,BLG,Mid,Ahri,1,1758,11,0,6,279,15926,26278,17
32949,4,Faker,T1,T1,Mid,Orianna,1,1965,3,0,7,345,15153,16637,15
