game_id,date,league_name,series_name,tournament_name,player_name,team_name,team_acronym,role,champion_name,primary_tag,tags,win,game_length,player_kills,player_deaths,player_assists,total_minions_killed,gold_earned,total_damage_dealt_to_champions,team_kills,kda,cs_per_min,dmg_per_min,gold_per_min,kp,performance_index,player_prev_mean_performance_index,player_last5_mean_performance_index,player_prev_mean_win,player_last5_mean_win,player_prev_mean_kda,player_last5_mean_kda,player_prev_mean_cs_per_min,player_last5_mean_cs_per_min,player_prev_mean_dmg_per_min,player_last5_mean_dmg_per_min,player_prev_mean_gold_per_min,player_last5_mean_gold_per_min,player_prev_mean_kp,player_last5_mean_kp,player_champ_prev_games,player_champ_prev_mean_perf,player_prev_unique_champs,patch,patch_date,days_since_patch,pre_perf_mean_window,pre_perf_std_window,pre_winrate_window,pre_diversity_unique_window,pre_diversity_entropy_window,champ_used_pre_window,pre_champ_games_window,new_champion_for_player_patch,delta_from_pre_mean,abs_delta_from_pre_mean,stable_match,high_performance_match
30484,2024-03-09 08:00:23.139426,LCK,LCK Spring 2024,Regular Season,Chovy,Gen.G,GEN,Mid,Corki,Marksman,Marksman,True,1615,7,0,2,292,13831,21069,13,9.0,10.84829721362229,782.7492260061919,513.84520123839,0.6923076923076923,0.7563741101712038,0.4160210252161942,0.5912842514617205,0.8571428571428571,1.0,7.9261904761904765,10.5,10.032095678193738,9.962229588687554,744.428258749182,781.096961837167,477.39373229594923,465.8867614973562,0.6978703687646081,0.7594563331405437,4,0.8110833542794601,13.0,14.5,2024-03-06,3,0.43860803440595797,0.5593242305780383,0.8333333333333334,6,1.947338796187554,1,1,0,0.31776607576524585,0.31776607576524585,1,1
30484,2024-03-09 08:00:23.139426,LCK,LCK Spring 2024,Regular Season,Faker,T1,T1,Mid,LeBlanc,Assassin,"Assassin, Mage",False,1615,0,2,0,240,8840,11082,0,0.0,8.91640866873065,411.71517027863774,328.42105263157896,0.0,-1.6225238559381048,0.12602663971277145,0.3976587661724359,0.8620689655172413,1.0,7.781609195402298,11.5,9.153812922696911,9.811613519981396,664.2728492032184,679.5974484607852,448.4714504375337,467.37803215813693,0.6881167865345088,0.6116970213645405,0,,7.0,14.5,2024-03-06,3,0.3078822738895192,0.2680313241834716,0.9230769230769231,6,2.345851989338261,0,0,1,-1.930406129827624,1.930406129827624,0,0
30485,2024-03-09 08:49:07.938893,LCK,LCK Spring 2024,Regular Season,Chovy,Gen.G,GEN,Mid,Ahri,Mage,"Mage, Assassin",True,1886,3,1,6,312,13990,20684,16,9.0,9.92576882290562,658.0275715800636,445.0689289501591,0.5625,0.208266292125963,0.4277573384905049,0.5831071512837304,0.8620689655172413,1.0,7.963218390804598,9.3,10.060240558725756,10.324771960757037,745.7496714132168,748.3760489156616,478.650679500861,466.9807114923266,0.6976785523350593,0.7550607287449392,1,0.3262037516503213,13.0,14.5,2024-03-06,3,0.43860803440595797,0.5593242305780383,0.8333333333333334,6,1.947338796187554,0,0,1,-0.23034174227999496,0.23034174227999496,1,1
30485,2024-03-09 08:49:07.938893,LCK,LCK Spring 2024,Regular Season,Faker,T1,T1,Mid,Taliyah,Mage,"Mage, Support",False,1886,2,3,3,280,11275,16793,7,1.6666666666666667,8.907741251325557,534.2417815482503,358.69565217391306,0.7142857142857143,-0.7465237701886444,0.06774162319107559,0.02090735123234109,0.8333333333333334,0.8,7.522222222222222,9.5,9.145899447564704,9.588233028544314,655.8542599057324,633.7859188922623,444.4697705106685,442.53059711483246,0.6651795603166918,0.5005859102534295,5,0.4979067415221808,8.0,14.5,2024-03-06,3,0.3078822738895192,0.2680313241834716,0.9230769230769231,6,2.345851989338261,1,2,0,-1.0544060440781635,1.0544060440781635,0,0
32571,2024-03-09 17:54:15.319213,LEC,LEC Spring 2024,Regular Season,Caps,G2 Esports,G2,Mid,Ahri,Mage,"Mage, Assassin",True,2297,4,2,14,336,16927,26526,22,9.0,8.776665215498477,692.8863735306923,442.1506312581628,0.8181818181818182,0.2769074223252052,-0.014026291490102663,0.016038738629273276,0.8095238095238095,0.8,6.488095238095238,7.85,9.180927778215713,8.451345572807481,619.6238795373401,672.0731795247206,446.68182891307583,458.0461705153266,0.6385367159622702,0.6733145587984297,0,,8.0,14.5,2024-03-06,3,0.00973213058891677,0.38031213975916556,0.8571428571428571,5,2.128085278891394,0,0,1,0.26717529173628846,0.26717529173628846,1,1
31469,2024-03-10 07:10:43.699000,LPL,LPL Spring 2024,Regular Season,knight,Bilibili Gaming,BLG,Mid,Neeko,Mage,"Mage, Support",True,1526,3,1,9,219,11038,18314,23,12.0,8.610747051114023,720.0786369593709,433.99737876802095,0.5217391304347826,0.0798541263266223,-0.03277303127221972,0.22529839258786116,0.8666666666666667,1.0,7.612222222222223,10.766666666666666,8.44988017718882,8.252779354502415,685.762044808984,721.9401345287013,430.381568373833,435.09285387923927,0.6782658981967996,0.7851144805748387,6,-0.31442284368727363,11.0,14.5,2024-03-06,4,-0.3277670264434762,0.5866306395289437,0.7272727272727273,7,2.7321588913645707,1,2,0,0.4076211527700985,0.4076211527700985,1,0
31470,2024-03-10 07:55:22.863000,LPL,LPL Spring 2024,Regular Season,knight,Bilibili Gaming,BLG,Mid,Ahri,Mage,"Mage, Assassin",True,1703,11,0,7,265,14777,24546,20,18.0,9.336465061655902,864.8032883147387,520.6224310041104,0.9,1.0880021105289863,-0.029139897156128042,0.33707041381034464,0.8709677419354839,1.0,7.753763440860215,12.6,8.455069431186407,8.61676885234844,686.8690316525449,717.408216794617,430.49820741880677,447.806896993194,0.6732166476238314,0.7416362197052735,3,0.8405646352052316,11.0,14.5,2024-03-06,4,-0.3277670264434762,0.5866306395289437,0.7272727272727273,7,2.7321588913645707,1,1,0,1.4157691369724625,1.4157691369724625,0,1
30488,2024-03-10 08:00:10.770467,LCK,LCK Spring 2024,Regular Season,Bdd,KT Rolster,KT,Mid,Corki,Marksman,Marksman,True,1591,5,3,5,240,11745,17653,13,3.333333333333333,9.050911376492772,665.7322438717788,442.9289754871151,0.7692307692307693,0.0682925929938908,-0.28437069206911353,-0.018494593705842426,0.5483870967741935,0.6,5.688709677419355,8.866666666666665,8.857220817961897,8.888710623809112,559.5008121465153,604.7581649713343,404.39864134308806,431.8448283913838,0.7080291474525167,0.7361928104575164,2,0.33127872258787494,8.0,14.5,2024-03-06,4,-0.4503992170086679,0.5667166858653938,0.38461538461538464,5,2.1039099102823644,0,0,1,0.5186918100025587,0.5186918100025587,1,0
30489,2024-03-10 08:47:55.881271,LCK,LCK Spring 2024,Regular Season,Bdd,KT Rolster,KT,Mid,Taliyah,Mage,"Mage, Support",False,1995,2,3,5,292,12469,18918,9,2.333333333333333,8.781954887218046,568.9624060150376,375.0075187969925,0.7777777777777778,-0.6148022032751628,-0.2733499644108946,0.1387789313818893,0.5625,0.8,5.615104166666667,7.933333333333333,8.863273647915987,8.930856369427302,562.8205443879299,676.2863489055075,405.6027142850889,440.1420390139209,0.709941698133087,0.7757532500179559,7,-0.11392775044789957,8.0,14.5,2024-03-06,4,-0.4503992170086679,0.5667166858653938,0.38461538461538464,5,2.1039099102823644,1,4,0,-0.16440298626649485,0.16440298626649485,1,0
30490,2024-03-10 09:42:43.351081,LCK,LCK Spring 2024,Regular Season,Bdd,KT Rolster,KT,Mid,Taliyah,Mage,"Mage, Support",True,1867,0,0,18,272,12618,19427,21,18.0,8.741296197107658,624.3277986073915,405.5061596143546,0.8571428571428571,0.4537247246319685,-0.28369700195223607,-0.1096334352136484,0.5454545454545454,0.6,5.515656565656565,6.8,8.860809443046351,8.851426451348523,563.0066614069331,591.3496190210949,404.67558714908597,415.99002464965207,0.711997336910199,0.7789278531925591,8,-0.17653705705130746,8.0,14.5,2024-03-06,4,-0.4503992170086679,0.5667166858653938,0.38461538461538464,5,2.1039099102823644,1,4,0,0.9041239416406364,0.9041239416406364,0,1
30491,2024-03-10 10:50:13.755488,LCK,LCK Spring 2024,Regular Season,ShowMaker,Dplus KIA,DK,Mid,Karma,Mage,"Mage, Support",False,2333,2,4,1,294,12802,17136,7,0.75,7.561080154307758,440.7029575653665,329.2413201885984,0.4285714285714285,-1.3983178963517944,-0.07454485637103626,-0.4322305185713186,0.6206896551724138,0.8,6.924712643678161,4.4799999999999995,8.774378951433885,7.589711947816042,662.9079185282516,646.983826844822,416.22556757945824,382.461866274847,0.759911292688654,0.708980463980464,7,-0.1055710387062448,12.0,14.5,2024-03-06,4,0.01639966041193134,0.7683210298765301,0.7692307692307693,3,1.2957378005380122,1,7,0,-1.4147175567637258,1.4147175567637258,0,0
30492,2024-03-10 11:56:22.570506,LCK,LCK Spring 2024,Regular Season,ShowMaker,Dplus KIA,DK,Mid,Karma,Mage,"Mage, Support",True,1733,10,0,4,293,15374,18846,16,14.0,10.144258511252165,652.4870167339873,532.2792844777842,0.875,0.9360678906197496,-0.11867062437039486,-0.5904536508689799,0.6,0.6,6.7188888888888885,4.19,8.733935658196348,7.830695101965264,655.5010864961555,590.0796694994478,413.32609266642964,379.0388974358543,0.7488666305514132,0.6375518925518926,8,-0.2671643959119385,12.0,14.5,2024-03-06,4,0.01639966041193134,0.7683210298765301,0.7692307692307693,3,1.2957378005380122,1,7,0,0.9196682302078183,0.9196682302078183,0,1
30493,2024-03-10 12:48:09.615140,LCK,LCK Spring 2024,Regular Season,ShowMaker,Dplus KIA,DK,Mid,LeBlanc,Assassin,"Assassin, Mage",True,2365,2,0,4,302,14709,21487,9,6.0,7.661733615221988,545.1247357293869,373.1670190274842,0.6666666666666666,-0.4387491520093125,-0.08464680130619666,-0.1241436883362997,0.6129032258064516,0.8,6.953763440860215,6.790000000000001,8.779429943778792,8.541849576070707,655.4038584393114,621.3979683686334,417.16329240227975,423.07684388365,0.7529354489207225,0.6925518925518925,3,-0.10344753233792987,12.0,14.5,2024-03-06,4,0.01639966041193134,0.7683210298765301,0.7692307692307693,3,1.2957378005380122,0,0,1,-0.4551488124212439,0.4551488124212439,1,0
32578,2024-03-10 19:23:49.623682,LEC,LEC Spring 2024,Regular Season,Caps,G2 Esports,G2,Mid,Neeko,Mage,"Mage, Support",True,1688,4,0,3,263,12366,12780,14,7.0,9.348341232227488,454.2654028436019,439.54976303317534,0.5,-0.1699596469273433,-0.0008020317712250318,0.01645637332408164,0.8181818181818182,0.8,6.6022727272727275,6.249999999999999,9.162552207183113,8.750435908789324,622.9539929006744,626.456755281034,446.47586538330705,460.27793037256004,0.6467024024267952,0.7110249965088675,2,-0.46894754594500637,9.0,14.5,2024-03-06,4,0.00973213058891677,0.38031213975916556,0.8571428571428571,5,2.128085278891394,0,0,1,-0.1796917775162601,0.1796917775162601,1,0
32583,2024-03-11 19:13:09.880159,LEC,LEC Spring 2024,Regular Season,Caps,G2 Esports,G2,Mid,Neeko,Mage,"Mage, Support",True,1815,2,2,6,290,12726,12445,11,4.0,9.586776859504132,411.404958677686,420.6942148760331,0.7272727272727273,-0.1122562625566015,-0.008156710691056262,0.015374222258572118,0.8260869565217391,1.0,6.619565217391305,7.15,9.170629990880695,8.829458275502082,615.6197063764538,591.2029316181286,446.1747304985187,450.4573707297519,0.6403240371038911,0.6443583298422009,3,-0.3692849129391187,9.0,14.5,2024-03-06,5,0.00973213058891677,0.38031213975916556,0.8571428571428571,5,2.128085278891394,0,0,1,-0.12198839314551826,0.12198839314551826,1,0
30497,2024-03-13 11:20:26.966281,LCK,LCK Spring 2024,Regular Season,Faker,T1,T1,Mid,Taliyah,Mage,"Mage, Support",True,2159,4,1,10,325,16131,15607,14,14.0,9.03195924038907,433.7285780453914,448.2908754052802,1.0,0.4769525150708109,0.04147499759818139,-0.1880724585340774,0.8064516129032258,0.6,7.333333333333334,8.533333333333333,9.138216925105375,9.154192555758017,651.9312767329104,621.9941425319288,441.7028634675474,424.1934423091508,0.6667636297995636,0.5252612349287541,6,0.29050165623704327,8.0,14.5,2024-03-06,7,0.3078822738895192,0.2680313241834716,0.9230769230769231,6,2.345851989338261,1,2,0,0.16907024118129166,0.16907024118129166,1,1
30497,2024-03-13 11:20:26.966281,LCK,LCK Spring 2024,Regular Season,ShowMaker,Dplus KIA,DK,Mid,Karma,Mage,"Mage, Support",False,2159,2,4,1,262,11883,16610,6,0.75,7.281148679944419,461.6025937934229,330.23622047244095,0.5,-1.3594261213317012,-0.09571249976566902,-0.11371519357690678,0.625,0.8,6.923958333333333,6.99,8.744501933511392,8.591615653953815,651.9576358546262,631.7442058370914,415.7884088593174,416.3347638181791,0.7502395494752832,0.700885225885226,9,-0.1334719196306398,12.0,14.5,2024-03-06,7,0.01639966041193134,0.7683210298765301,0.7692307692307693,3,1.2957378005380122,1,7,0,-1.3758257817436326,1.3758257817436326,0,0
30498,2024-03-13 12:19:41.898664,LCK,LCK Spring 2024,Regular Season,Faker,T1,T1,Mid,Ahri,Mage,"Mage, Assassin",True,2292,6,4,10,295,16224,24450,20,4.0,7.722513089005235,640.0523560209424,424.7120418848167,0.8,-0.1599085460205629,0.05508367001920106,-0.23771120911914748,0.8125,0.6,7.541666666666667,7.7333333333333325,9.134896372457991,9.073670025806752,645.1124423989254,578.4329114528003,441.90873884060153,417.92269978116,0.6771772663683272,0.5687394957983194,0,,8.0,14.5,2024-03-06,7,0.3078822738895192,0.2680313241834716,0.9230769230769231,6,2.345851989338261,0,0,1,-0.4677908199100821,0.4677908199100821,0,0
30498,2024-03-13 12:19:41.898664,LCK,LCK Spring 2024,Regular Season,ShowMaker,Dplus KIA,DK,Mid,Annie,Mage,Mage,False,2292,4,5,9,277,14281,26219,15,2.6,7.25130890052356,686.3612565445026,373.84816753926697,0.8666666666666667,-0.6825987945861879,-0.13400685193433667,-0.26659843771039143,0.6060606060606061,0.6,6.736868686868687,6.7,8.700157895524516,8.430754182054448,646.1893012467109,626.7927443164004,413.1959183021394,407.9070695396188,0.742656532824517,0.6786630036630037,0,,12.0,14.5,2024-03-06,7,0.01639966041193134,0.7683210298765301,0.7692307692307693,3,1.2957378005380122,0,0,1,-0.6989984549981192,0.6989984549981192,1,0
31490,2024-03-14 07:11:38.481000,LPL,LPL Spring 2024,Regular Season,knight,Bilibili Gaming,BLG,Mid,Karma,Mage,"Mage, Support",True,1888,1,1,3,296,12491,15262,11,4.0,9.40677966101695,485.021186440678,396.9597457627119,0.3636363636363636,-0.4830536117853805,0.005770790584031783,0.5046232695825893,0.875,1.0,8.073958333333334,14.5,8.48261304463858,8.645395798884218,692.4294771732384,776.6473782881191,433.3145894058475,461.85296949415124,0.6803036273855866,0.7597314578005115,5,-0.2826760381932442,11.0,14.5,2024-03-06,8,-0.3277670264434762,0.5866306395289437,0.7272727272727273,7,2.7321588913645707,1,2,0,-0.15528658534190426,0.15528658534190426,1,0
31491,2024-03-14 08:02:26.878000,LPL,LPL Spring 2024,Regular Season,knight,Bilibili Gaming,BLG,Mid,Neeko,Mage,"Mage, Support",True,1938,2,2,9,266,12369,19054,17,5.5,8.23529411764706,589.907120743034,382.9411764705883,0.6470588235294118,-0.3230267257606472,-0.009042070093829195,0.4425075473408362,0.8787878787878788,1.0,7.9505050505050505,13.8,8.51061809361974,9.088805939361501,686.1443774540699,740.6986911825313,432.21292747726767,466.0837203585339,0.6707076496962162,0.6559881422924901,7,-0.25809756225671704,11.0,14.5,2024-03-06,8,-0.3277670264434762,0.5866306395289437,0.7272727272727273,7,2.7321588913645707,1,2,0,0.004740300682828991,0.004740300682828991,1,0
30501,2024-03-14 10:35:18.645883,LCK,LCK Spring 2024,Regular Season,Bdd,KT Rolster,KT,Mid,Karma,Mage,"Mage, Support",True,1448,1,2,13,182,9011,18725,17,7.0,7.541436464088398,775.8977900552486,373.3839779005525,0.8235294117647058,-0.1131484932460301,-0.26200812764093595,0.01827482858382129,0.5588235294117647,0.8,5.882843137254902,9.933333333333334,8.857294347577566,8.633234077866828,564.8102242657701,598.1351787425732,404.70001575100565,404.5519017338132,0.7162663227993946,0.7948008690655749,1,-0.4192973098762016,8.0,14.5,2024-03-06,8,-0.4503992170086679,0.5667166858653938,0.38461538461538464,5,2.1039099102823644,1,1,0,0.3372507237626378,0.3372507237626378,1,0
30502,2024-03-14 11:21:35.441342,LCK,LCK Spring 2024,Regular Season,Bdd,KT Rolster,KT,Mid,Corki,Marksman,Marksman,True,2556,6,3,12,429,21796,49009,26,6.0,10.070422535211268,1150.4460093896714,511.6431924882629,0.6923076923076923,0.7963686090877045,-0.2577549952296529,-0.07375711895845712,0.5714285714285714,0.8,5.914761904761904,8.333333333333334,8.819698408049305,8.42385575554255,570.8412975740409,627.1018029996796,403.80527181242127,398.839107408561,0.7193309824841179,0.783036163183222,3,0.24361667938988021,8.0,14.5,2024-03-06,8,-0.4503992170086679,0.5667166858653938,0.38461538461538464,5,2.1039099102823644,0,0,1,1.2467678260963724,1.2467678260963724,0,1
30503,2024-03-15 07:59:41.359000,LCK,LCK Spring 2024,Regular Season,Chovy,Gen.G,GEN,Mid,Kassadin,Assassin,"Assassin, Mage",True,1909,6,0,3,377,17942,25263,10,9.0,11.849135673127291,794.0178103719225,563.918281822944,0.9,1.2512857507963309,0.42044097027835353,0.558057293742701,0.8666666666666667,1.0,7.997777777777778,9.3,10.055758167531751,10.230380270792708,742.8256014187784,788.2974723225834,477.5312878158376,465.0467700096312,0.6931726005905573,0.7175607287449393,0,,13.0,14.5,2024-03-06,9,0.43860803440595797,0.5593242305780383,0.8333333333333334,6,1.947338796187554,0,0,1,0.8126777163903729,0.8126777163903729,0,1
30504,2024-03-15 08:53:11.736000,LCK,LCK Spring 2024,Regular Season,Chovy,Gen.G,GEN,Mid,Taliyah,Mage,"Mage, Support",True,1936,5,4,10,298,14695,22162,19,3.75,9.235537190082646,686.8388429752066,455.4235537190083,0.7894736842105263,0.1803229379299441,0.4472424148111915,0.6173103749517738,0.8709677419354839,1.0,8.03010752688172,8.3,10.113609054809027,10.471266228947576,744.4769629979121,765.9207991028503,480.31796504187326,479.78054402127873,0.6998444521844103,0.7501923076923076,3,0.5493132513895751,14.0,14.5,2024-03-06,9,0.43860803440595797,0.5593242305780383,0.8333333333333334,6,1.947338796187554,0,0,1,-0.25828509647601383,0.25828509647601383,1,1
30505,2024-03-15 10:29:31.562049,LCK,LCK Spring 2024,Regular Season,Faker,T1,T1,Mid,Annie,Mage,Mage,False,1857,2,2,1,249,10643,13019,8,1.5,8.045234248788368,420.6462035541196,343.8772213247173,0.375,-1.3190010574628543,0.048568754381632454,-0.25037654767703843,0.8181818181818182,0.6,7.434343434343434,7.533333333333333,9.09209687902003,8.841157206215001,644.9591064480775,605.7984426912941,441.38762681163837,408.854816562926,0.6808991673874687,0.6087394957983193,0,,9.0,14.5,2024-03-06,9,0.3078822738895192,0.2680313241834716,0.9230769230769231,6,2.345851989338261,0,0,1,-1.6268833313523736,1.6268833313523736,0,0
30506,2024-03-15 11:22:10.341944,LCK,LCK Spring 2024,Regular Season,Faker,T1,T1,Mid,Taliyah,Mage,"Mage, Support",True,1992,4,2,10,318,15763,24085,19,7.0,9.578313253012048,725.4518072289156,474.789156626506,0.7368421052631579,0.378280234544742,0.008346112856794607,-0.6742009429078711,0.7941176470588235,0.4,7.259803921568627,4.2333333333333325,9.061306801660274,8.524771299647776,638.3616681276669,488.0768178894683,438.51967370908187,380.7993686840613,0.6719021330525432,0.5778571428571428,7,0.3171374932132958,10.0,14.5,2024-03-06,9,0.3078822738895192,0.2680313241834716,0.9230769230769231,6,2.345851989338261,1,2,0,0.0703979606552228,0.0703979606552228,1,1
